,year,precip,Area
90270,1997,1.0252607,Australia
90271,1997,1.3020462,Australia
90272,1997,1.1649303,Australia
90273,1997,0.85922456,Australia
90274,1997,0.7410631,Australia
90275,1997,0.7786693,Australia
90276,1997,0.7173565,Australia
90277,1997,0.78433347,Australia
90278,1997,0.659537,Australia
90279,1997,0.52256083,Australia
90280,1997,0.6767485,Australia
90281,1997,1.043667,Australia
90282,1997,1.9902161,Australia
90283,1997,2.0070117,Australia
90284,1997,1.8860837,Australia
90373,1997,0.14905107,Namibia
90374,1997,0.70070285,Namibia
90375,1997,1.058799,Namibia
90376,1997,1.1112658,Botswana
90377,1997,1.3725783,Botswana
90378,1997,1.6336355,Botswana
90379,1997,1.5735916,Botswana
90380,1997,1.7705369,Mozambique
90381,1997,1.919909,Mozambique
90382,1997,2.0075314,Mozambique
90383,1997,1.5476255,Mozambique
90385,1997,1.8182741,Madagascar
90386,1997,3.5742073,Madagascar
90387,1997,3.5108016,Madagascar
90413,1997,0.8606005,Australia
90414,1997,1.1777856,Australia
90415,1997,1.6612409,Australia
90416,1997,1.1759659,Australia
90417,1997,1.1786665,Australia
90418,1997,1.2066432,Australia
90419,1997,0.9550281,Australia
90420,1997,0.83721495,Australia
90421,1997,0.99578315,Australia
90422,1997,0.80276483,Australia
90423,1997,0.7388766,Australia
90424,1997,1.0621797,Australia
90425,1997,1.3228742,Australia
90426,1997,1.9691523,Australia
90427,1997,1.7360817,Australia
90428,1997,1.9905734,Australia
90517,1997,0.46955332,Namibia
90518,1997,1.2614573,Namibia
90519,1997,1.6583756,Namibia
90520,1997,1.5024447,Botswana
90521,1997,1.40373,Botswana
90522,1997,1.469103,Botswana
90523,1997,1.3940939,Botswana
90524,1997,1.5085105,Mozambique
90525,1997,2.4566674,Mozambique
90526,1997,2.5847836,Mozambique
90527,1997,1.8277403,Mozambique
90529,1997,2.3537567,Madagascar
90530,1997,3.611519,Madagascar
90531,1997,4.1223893,Madagascar
90557,1997,0.95233816,Australia
90558,1997,1.1743642,Australia
90559,1997,1.7979069,Australia
90560,1997,1.7665917,Australia
90561,1997,1.6535393,Australia
90562,1997,1.4237789,Australia
90563,1997,1.4020014,Australia
90564,1997,1.0380093,Australia
90565,1997,1.371026,Australia
90566,1997,1.2676129,Australia
90567,1997,1.900453,Australia
90568,1997,1.9192224,Australia
90569,1997,1.498917,Australia
90570,1997,2.019502,Australia
90571,1997,2.8197505,Australia
90572,1997,1.559605,Australia
90577,1997,3.7192123,New Caledonia
90578,1997,4.160148,New Caledonia
90661,1997,0.90533495,Namibia
90662,1997,1.7242446,Namibia
90663,1997,1.7911633,Namibia
90664,1997,1.8318087,Botswana
90665,1997,1.5150656,Botswana
90666,1997,2.1159275,Botswana
90667,1997,2.3706617,Botswana
90668,1997,2.4514463,Mozambique
90669,1997,4.1091056,Mozambique
90670,1997,3.7321494,Mozambique
90671,1997,2.8327763,Mozambique
90673,1997,3.3475401,Madagascar
90674,1997,4.4599476,Madagascar
90675,1997,4.8970475,Madagascar
90701,1997,1.673251,Australia
90702,1997,1.5121604,Australia
90703,1997,1.8060379,Australia
90704,1997,2.6830227,Australia
90705,1997,2.5431814,Australia
90706,1997,1.9156519,Australia
90707,1997,1.7893721,Australia
90708,1997,1.7741679,Australia
90709,1997,1.5058883,Australia
90710,1997,1.6106658,Australia
90711,1997,1.8348073,Australia
90712,1997,2.2974951,Australia
90713,1997,2.428801,Australia
90714,1997,3.67499,Australia
90715,1997,2.8511152,Australia
90716,1997,2.0347826,Australia
90723,1997,3.2682562,Vanuatu
90805,1997,1.7444205,Angola
90806,1997,2.4343026,Angola
90807,1997,2.518258,Angola
90808,1997,2.6308582,Angola
90809,1997,2.4682627,Angola
90810,1997,2.6920118,Zambia
90811,1997,2.893201,Zambia
90812,1997,3.028966,Mozambique
90813,1997,3.66482,Malawi
90814,1997,4.293924,Mozambique
90815,1997,4.369436,Mozambique
90817,1997,3.2940779,Madagascar
90818,1997,4.492582,Madagascar
90819,1997,4.806005,Madagascar
90845,1997,1.7508849,Australia
90846,1997,1.6544701,Australia
90847,1997,1.9280971,Australia
90848,1997,2.3852804,Australia
90849,1997,3.7578266,Australia
90850,1997,3.3980672,Australia
90851,1997,2.448325,Australia
90852,1997,2.45,Australia
90853,1997,2.3732045,Australia
90854,1997,2.243078,Australia
90855,1997,2.6523397,Australia
90856,1997,2.9531844,Australia
90857,1997,3.024214,Australia
90858,1997,5.280052,Australia
90859,1997,3.8406525,Australia
90860,1997,4.0024667,Australia
90867,1997,3.8403661,Vanuatu
90949,1997,2.1863215,Angola
90950,1997,2.8686383,Angola
90951,1997,2.7341862,Angola
90952,1997,3.0003712,Angola
90953,1997,2.8406289,Angola
90954,1997,3.067538,Zambia
90955,1997,3.5718462,Zambia
90956,1997,3.5760372,Mozambique
90957,1997,3.6956508,Malawi
90958,1997,3.993521,Mozambique
90959,1997,3.6915596,Mozambique
90961,1997,2.0000975,Madagascar
90962,1997,3.6657524,Madagascar
90963,1997,4.0127916,Madagascar
90989,1997,1.7550426,Australia
90990,1997,1.872427,Australia
90991,1997,1.9983977,Australia
90992,1997,1.8782665,Australia
90993,1997,2.6574233,Australia
90994,1997,3.3524292,Australia
90995,1997,3.82267,Australia
90996,1997,4.4833455,Australia
90997,1997,3.5563824,Australia
90998,1997,3.1858027,Australia
90999,1997,2.2958486,Australia
91000,1997,4.006799,Australia
91001,1997,3.2806823,Australia
91002,1997,3.9356117,Australia
91003,1997,4.666658,Australia
91004,1997,4.970343,Australia
91011,1997,4.6084414,Vanuatu
91093,1997,1.8714074,Angola
91094,1997,2.952891,Angola
91095,1997,3.3643217,Angola
91096,1997,3.458829,Angola
91097,1997,3.7583168,Angola
91098,1997,3.4782276,Democratic Republic of the Congo
91099,1997,3.5153856,Democratic Republic of the Congo
91100,1997,3.6249516,Democratic Republic of the Congo
91101,1997,3.4163072,Malawi
91102,1997,3.3914058,Mozambique
91103,1997,3.402343,Mozambique
91133,1997,2.0768297,Australia
91134,1997,2.1065829,Australia
91135,1997,2.7993052,Australia
91136,1997,2.2461526,Australia
91137,1997,3.3006833,Australia
91138,1997,1.6874987,Australia
91139,1997,2.2010202,Australia
91140,1997,4.970858,Australia
91141,1997,3.6119146,Australia
91142,1997,3.3310702,Australia
91143,1997,2.9202154,Australia
91144,1997,4.2722344,Australia
91145,1997,3.4096968,Australia
91146,1997,2.664346,Australia
91147,1997,3.7590601,Australia
91148,1997,4.1705546,Australia
91149,1997,4.2959747,Papua New Guinea
91150,1997,4.9155035,Solomon Islands
91151,1997,4.518063,Solomon Islands
91152,1997,4.732811,Solomon Islands
91153,1997,4.830602,Solomon Islands
91154,1997,6.15208,Solomon Islands
91155,1997,7.0081754,Solomon Islands
91237,1997,2.1631618,Angola
91238,1997,3.2064438,Angola
91239,1997,4.112164,Angola
91240,1997,4.3202825,Angola
91241,1997,4.557527,Angola
91242,1997,3.8910034,Democratic Republic of the Congo
91243,1997,3.5277455,Democratic Republic of the Congo
91244,1997,3.2376518,Democratic Republic of the Congo
91245,1997,3.6807325,United Republic of Tanzania
91246,1997,3.5949576,United Republic of Tanzania
91247,1997,3.1101172,United Republic of Tanzania
91250,1997,2.225962,Seychelles
91251,1997,2.8254747,Seychelles
91252,1997,2.5788684,Seychelles
91253,1997,2.6226609,Seychelles
91254,1997,3.0030873,Seychelles
91270,1997,4.5986767,Indonesia
91271,1997,4.2191076,Indonesia
91272,1997,3.252516,Indonesia
91273,1997,2.7434957,Indonesia
91274,1997,3.5432472,Indonesia
91275,1997,3.1577656,Indonesia
91276,1997,3.056779,Indonesia
91277,1997,3.6483757,Indonesia
91278,1997,3.104557,Indonesia
91279,1997,2.816967,Indonesia
91280,1997,3.0644462,Indonesia
91281,1997,2.6470993,Indonesia
91282,1997,2.071277,Indonesia
91283,1997,1.9860663,Indonesia
91284,1997,2.2814298,Indonesia
91285,1997,2.4672194,Indonesia
91286,1997,2.5193918,Indonesia
91287,1997,3.2225296,Indonesia
91288,1997,4.278848,Papua New Guinea
91289,1997,4.578184,Papua New Guinea
91290,1997,5.251357,Papua New Guinea
91291,1997,5.2235518,Papua New Guinea
91292,1997,5.0174193,Papua New Guinea
91293,1997,5.407871,Papua New Guinea
91294,1997,5.2235847,Solomon Islands
91295,1997,5.622652,Solomon Islands
91296,1997,6.0685043,Solomon Islands
91297,1997,7.018793,Solomon Islands
91298,1997,9.0932,Solomon Islands
91299,1997,10.325468,Solomon Islands
91381,1997,2.994767,Angola
91382,1997,4.096021,Angola
91383,1997,4.345865,Angola
91384,1997,4.43758,Angola
91385,1997,5.024582,Angola
91386,1997,4.115075,Democratic Republic of the Congo
91387,1997,3.6866596,Democratic Republic of the Congo
91388,1997,3.0621405,Democratic Republic of the Congo
91389,1997,2.6963093,South Sudan
91390,1997,2.6036806,United Republic of Tanzania
91391,1997,4.0515275,United Republic of Tanzania
91394,1997,2.9248965,Seychelles
91395,1997,3.6843698,Seychelles
91396,1997,3.4706726,Seychelles
91397,1997,3.4602242,Seychelles
91398,1997,3.7783082,Seychelles
91414,1997,3.4710934,Indonesia
91415,1997,3.4677181,Indonesia
91416,1997,3.2868884,Indonesia
91417,1997,3.353509,Indonesia
91418,1997,5.677812,Indonesia
91419,1997,5.430941,Indonesia
91420,1997,3.6377525,Indonesia
91421,1997,3.2290046,Indonesia
91422,1997,2.547254,Indonesia
91423,1997,3.885383,Indonesia
91424,1997,2.238542,Indonesia
91425,1997,2.197728,Indonesia
91426,1997,1.9339126,Indonesia
91427,1997,1.882322,Indonesia
91428,1997,2.378908,Indonesia
91429,1997,3.6306992,Indonesia
91430,1997,4.507608,Indonesia
91431,1997,6.1248364,Indonesia
91432,1997,6.8311,Papua New Guinea
91433,1997,6.77878,Papua New Guinea
91434,1997,6.118374,Papua New Guinea
91435,1997,5.0730076,Papua New Guinea
91436,1997,5.952858,Papua New Guinea
91437,1997,5.0554824,Papua New Guinea
91438,1997,5.9604774,Solomon Islands
91439,1997,6.7781615,Solomon Islands
91440,1997,8.106687,Solomon Islands
91441,1997,8.303283,Solomon Islands
91442,1997,9.151774,Solomon Islands
91443,1997,9.737528,Solomon Islands
91520,1997,0.5484775,Kiribati
91521,1997,0.6206937,Kiribati
91522,1997,1.0546482,Kiribati
91523,1997,3.093623,Gabon
91524,1997,4.2406235,Congo
91525,1997,4.597956,Congo
91526,1997,4.125295,Congo
91527,1997,3.7525275,Democratic Republic of the Congo
91528,1997,4.4098597,Democratic Republic of the Congo
91529,1997,4.9921765,Democratic Republic of the Congo
91530,1997,4.9846425,Democratic Republic of the Congo
91531,1997,4.1466084,Democratic Republic of the Congo
91532,1997,3.4392154,Democratic Republic of the Congo
91533,1997,3.1904304,Kiribati
91534,1997,2.7391293,Kenya
91535,1997,3.3488238,Kenya
91536,1997,4.4358115,Kenya
91537,1997,2.6133735,Kiribati
91538,1997,3.076023,Kiribati
91539,1997,4.2516627,Kiribati
91540,1997,4.126867,Kiribati
91541,1997,3.8389633,Kiribati
91542,1997,4.005829,Kiribati
91543,1997,4.064785,Kiribati
91544,1997,4.088406,Kiribati
91545,1997,4.684197,Kiribati
91546,1997,5.192553,Kiribati
91547,1997,5.1931205,Kiribati
91548,1997,5.0767007,Kiribati
91549,1997,5.2242846,Kiribati
91550,1997,4.8433323,Kiribati
91551,1997,4.592134,Kiribati
91552,1997,4.61335,Kiribati
91553,1997,4.452125,Kiribati
91554,1997,3.8018284,Kiribati
91555,1997,3.4563904,Kiribati
91556,1997,3.2520926,Kiribati
91557,1997,3.265481,Kiribati
91558,1997,2.7599497,Indonesia
91559,1997,2.8290417,Indonesia
91560,1997,3.7655296,Indonesia
91561,1997,5.611504,Indonesia
91562,1997,3.7073555,Indonesia
91563,1997,3.6893413,Indonesia
91564,1997,5.321205,Indonesia
91565,1997,5.2635784,Indonesia
91566,1997,3.4699776,Indonesia
91567,1997,3.2481306,Indonesia
91568,1997,2.908906,Indonesia
91569,1997,2.3249726,Indonesia
91570,1997,3.610919,Indonesia
91571,1997,3.2953663,Indonesia
91572,1997,3.3083646,Indonesia
91573,1997,4.2158895,Indonesia
91574,1997,7.3435664,Indonesia
91575,1997,7.589071,Indonesia
91576,1997,8.281947,Kiribati
91577,1997,7.8631225,Kiribati
91578,1997,5.4203744,Kiribati
91579,1997,5.099858,Kiribati
91580,1997,5.805132,Kiribati
91581,1997,6.036387,Kiribati
91582,1997,6.4175134,Kiribati
91583,1997,7.0715632,Kiribati
91584,1997,7.4749846,Kiribati
91585,1997,7.33118,Kiribati
91586,1997,7.5708275,Kiribati
91587,1997,7.8134093,Kiribati
91588,1997,7.739698,Kiribati
91589,1997,7.623415,Kiribati
91590,1997,7.717687,Kiribati
91664,1997,1.6103438,Kiribati
91665,1997,2.277374,Kiribati
91666,1997,2.6210108,Equatorial Guinea
91667,1997,4.2496696,Equatorial Guinea
91668,1997,4.963163,Congo
91669,1997,5.077565,Congo
91670,1997,4.1266756,Congo
91671,1997,4.125253,Democratic Republic of the Congo
91672,1997,4.5652566,Democratic Republic of the Congo
91673,1997,4.78186,Democratic Republic of the Congo
91674,1997,5.696846,Democratic Republic of the Congo
91675,1997,5.053296,Democratic Republic of the Congo
91676,1997,3.6418731,Democratic Republic of the Congo
91677,1997,4.1356916,Kiribati
91678,1997,3.2275803,Kenya
91679,1997,2.5688596,Kenya
91680,1997,3.2223442,Kenya
91681,1997,1.8896137,Kiribati
91682,1997,1.9921155,Kiribati
91683,1997,2.9143724,Kiribati
91684,1997,3.0137036,Kiribati
91685,1997,3.46595,Kiribati
91686,1997,3.753484,Kiribati
91687,1997,3.8513749,Kiribati
91688,1997,3.5810292,Kiribati
91689,1997,3.9106102,Kiribati
91690,1997,4.443825,Kiribati
91691,1997,4.4051948,Kiribati
91692,1997,4.3241024,Kiribati
91693,1997,4.329116,Kiribati
91694,1997,3.987463,Kiribati
91695,1997,3.9379215,Kiribati
91696,1997,4.264086,Kiribati
91697,1997,4.370471,Kiribati
91698,1997,3.540187,Kiribati
91699,1997,3.1635478,Kiribati
91700,1997,3.016483,Kiribati
91701,1997,3.1366093,Kiribati
91702,1997,2.932967,Indonesia
91703,1997,3.7830563,Indonesia
91704,1997,4.623958,Indonesia
91705,1997,4.7375293,Indonesia
91706,1997,3.2712548,Indonesia
91707,1997,5.525202,Indonesia
91708,1997,7.784513,Indonesia
91709,1997,7.3774204,Indonesia
91710,1997,5.2085376,Indonesia
91711,1997,4.6269503,Indonesia
91712,1997,3.914251,Indonesia
91713,1997,2.3407338,Indonesia
91714,1997,2.2446728,Indonesia
91715,1997,2.3645756,Indonesia
91716,1997,4.353874,Indonesia
91717,1997,5.5349083,Indonesia
91718,1997,6.081659,Indonesia
91719,1997,4.824865,Indonesia
91720,1997,5.110348,Kiribati
91721,1997,4.9647384,Kiribati
91722,1997,6.3159676,Kiribati
91723,1997,5.2207856,Kiribati
91724,1997,5.5451474,Kiribati
91725,1997,6.3054338,Kiribati
91726,1997,6.63393,Kiribati
91727,1997,6.853268,Kiribati
91728,1997,7.262388,Kiribati
91729,1997,7.28051,Kiribati
91730,1997,7.6863174,Kiribati
91731,1997,7.5572543,Kiribati
91732,1997,7.2357526,Kiribati
91733,1997,6.6203156,Kiribati
91734,1997,6.4837127,Kiribati
91808,1997,3.0636818,Kiribati
91809,1997,3.612483,Kiribati
91810,1997,3.8301983,Equatorial Guinea
91811,1997,6.57415,Equatorial Guinea
91812,1997,4.5889215,Congo
91813,1997,4.687518,Congo
91814,1997,4.0605707,Congo
91815,1997,4.2244167,Democratic Republic of the Congo
91816,1997,4.687735,Democratic Republic of the Congo
91817,1997,4.5011973,Democratic Republic of the Congo
91818,1997,5.0595493,Democratic Republic of the Congo
91819,1997,5.1457047,Democratic Republic of the Congo
91820,1997,4.1059976,Democratic Republic of the Congo
91821,1997,3.9382124,Kiribati
91822,1997,3.0568914,Kenya
91823,1997,2.6473587,Kenya
91824,1997,3.209716,Kenya
91825,1997,2.966243,Kiribati
91826,1997,1.7836462,Kiribati
91827,1997,2.9252195,Kiribati
91828,1997,2.9804022,Kiribati
91829,1997,3.1878624,Kiribati
91830,1997,3.6661866,Kiribati
91831,1997,3.934245,Kiribati
91832,1997,3.5654128,Kiribati
91833,1997,3.838832,Kiribati
91834,1997,3.796663,Kiribati
91835,1997,3.7326202,Kiribati
91836,1997,3.6415303,Kiribati
91837,1997,4.005695,Kiribati
91838,1997,4.16846,Kiribati
91839,1997,4.432173,Kiribati
91840,1997,5.036125,Kiribati
91841,1997,4.892642,Kiribati
91842,1997,4.39821,Kiribati
91843,1997,4.0949445,Kiribati
91844,1997,3.9424393,Kiribati
91845,1997,4.234697,Kiribati
91846,1997,5.1930532,Indonesia
91847,1997,5.6163745,Indonesia
91848,1997,5.3222365,Indonesia
91849,1997,4.749519,Indonesia
91850,1997,2.4122672,Indonesia
91851,1997,6.064222,Indonesia
91852,1997,8.495576,Indonesia
91853,1997,9.620082,Indonesia
91854,1997,6.4631476,Indonesia
91855,1997,3.7301235,Indonesia
91856,1997,3.1741931,Indonesia
91857,1997,3.5333245,Indonesia
91858,1997,2.9787197,Indonesia
91859,1997,2.8931046,Indonesia
91860,1997,2.8861237,Indonesia
91861,1997,2.88972,Indonesia
91862,1997,2.7260911,Indonesia
91863,1997,3.492324,Indonesia
91864,1997,4.4862304,Kiribati
91865,1997,5.7402472,Kiribati
91866,1997,6.923845,Kiribati
91867,1997,7.3852983,Kiribati
91868,1997,7.812493,Kiribati
91869,1997,8.02442,Kiribati
91870,1997,7.7004075,Kiribati
91871,1997,7.784918,Kiribati
91872,1997,8.023189,Kiribati
91873,1997,7.990762,Kiribati
91874,1997,8.063331,Kiribati
91875,1997,7.6875825,Kiribati
91876,1997,7.487326,Kiribati
91877,1997,6.9674735,Kiribati
91878,1997,6.7546825,Kiribati
91952,1997,3.401726,Kiribati
91953,1997,4.235986,Kiribati
91954,1997,6.6934204,Equatorial Guinea
91955,1997,7.6589546,Cameroon
91956,1997,4.602036,Cameroon
91957,1997,4.041002,Cameroon
91958,1997,3.8977244,Central African Republic
91959,1997,4.235314,Central African Republic
91960,1997,4.203297,Central African Republic
91961,1997,4.2181945,Central African Republic
91962,1997,4.5203977,Central African Republic
91963,1997,4.5198684,Democratic Republic of the Congo
91964,1997,3.7827656,Democratic Republic of the Congo
91965,1997,2.522589,Ethiopia
91966,1997,1.5867597,Ethiopia
91967,1997,2.5034997,Ethiopia
91968,1997,2.4088123,Ethiopia
91969,1997,2.5432017,Ethiopia
91970,1997,2.2576404,Ethiopia
91971,1997,2.3644633,Kiribati
91972,1997,2.579293,Kiribati
91973,1997,3.1538284,Kiribati
91974,1997,3.4249442,Kiribati
91975,1997,3.3979633,Kiribati
91976,1997,3.4631326,Kiribati
91977,1997,3.4234998,Kiribati
91978,1997,4.1588,Kiribati
91979,1997,4.212138,Kiribati
91980,1997,3.801267,Kiribati
91981,1997,3.5160694,Kiribati
91982,1997,4.175811,Kiribati
91983,1997,4.748369,Kiribati
91984,1997,4.643599,Kiribati
91985,1997,4.933005,Kiribati
91986,1997,4.657264,Kiribati
91987,1997,5.2949853,Kiribati
91988,1997,5.525326,Kiribati
91989,1997,5.5567746,Kiribati
91990,1997,6.60148,Indonesia
91991,1997,6.6908946,Indonesia
91992,1997,6.579971,Indonesia
91993,1997,4.534481,Indonesia
91994,1997,3.1170633,Indonesia
91995,1997,4.624438,Indonesia
91996,1997,6.402893,Indonesia
91997,1997,9.006106,Indonesia
91998,1997,7.039257,Indonesia
91999,1997,4.1866403,Indonesia
92000,1997,1.9554003,Indonesia
92001,1997,2.2157595,Indonesia
92002,1997,2.5985727,Indonesia
92003,1997,3.0882778,Indonesia
92004,1997,3.2603133,Indonesia
92005,1997,3.320492,Indonesia
92006,1997,3.8325517,Indonesia
92007,1997,4.868121,Indonesia
92008,1997,5.8797817,Kiribati
92009,1997,7.122801,Kiribati
92010,1997,8.408872,Kiribati
92011,1997,8.746356,Kiribati
92012,1997,8.54973,Kiribati
92013,1997,8.838702,Kiribati
92014,1997,8.608855,Kiribati
92015,1997,8.73143,Kiribati
92016,1997,8.33228,Kiribati
92017,1997,8.061562,Kiribati
92018,1997,7.979464,Kiribati
92019,1997,8.402235,Kiribati
92020,1997,8.762177,Kiribati
92021,1997,8.63503,Kiribati
92022,1997,8.108745,Kiribati
92096,1997,3.5526202,Benin
92097,1997,4.5236955,Benin
92098,1997,5.899864,Nigeria
92099,1997,6.9496284,Cameroon
92100,1997,5.8827043,Cameroon
92101,1997,4.446026,Cameroon
92102,1997,3.4872653,Central African Republic
92103,1997,3.4798813,Central African Republic
92104,1997,3.7562783,Central African Republic
92105,1997,4.011547,Central African Republic
92106,1997,3.6495438,Central African Republic
92107,1997,3.3061473,South Sudan
92108,1997,2.7651875,South Sudan
92109,1997,2.8488376,Ethiopia
92110,1997,3.8756735,Ethiopia
92111,1997,3.0965388,Ethiopia
92112,1997,2.1251302,Ethiopia
92113,1997,1.6438557,Ethiopia
92114,1997,1.3026618,Ethiopia
92115,1997,1.284072,Somalia
92116,1997,1.259143,Somalia
92128,1997,5.048425,Sri Lanka
92135,1997,4.412263,Thailand
92136,1997,5.6651683,Malaysia
92137,1997,5.5696015,Malaysia
92138,1997,4.1613293,Malaysia
92139,1997,4.5680056,Malaysia
92140,1997,4.4894795,Malaysia
92141,1997,5.1062913,Malaysia
92142,1997,5.1927834,Malaysia
92143,1997,3.9502268,Malaysia
92144,1997,2.7029152,Philippines
92145,1997,3.3133261,Philippines
92146,1997,4.6812854,Philippines
92151,1997,5.716755,Micronesia (Federated States of)
92152,1997,6.1971726,Micronesia (Federated States of)
92153,1997,6.8486114,Micronesia (Federated States of)
92154,1997,7.0630956,Micronesia (Federated States of)
92155,1997,7.829023,Micronesia (Federated States of)
92156,1997,7.736298,Micronesia (Federated States of)
92157,1997,7.986838,Micronesia (Federated States of)
92158,1997,8.344981,Micronesia (Federated States of)
92159,1997,8.545974,Micronesia (Federated States of)
92160,1997,8.178111,Marshall Islands
92161,1997,8.267135,Marshall Islands
92162,1997,8.279189,Marshall Islands
92163,1997,8.825843,Marshall Islands
92164,1997,8.77896,Marshall Islands
92240,1997,3.5150442,Benin
92241,1997,3.2824795,Benin
92242,1997,3.7496035,Nigeria
92243,1997,3.9266808,Cameroon
92244,1997,3.9330385,Cameroon
92245,1997,3.781874,Cameroon
92246,1997,3.4564276,Central African Republic
92247,1997,2.9780521,Central African Republic
92248,1997,3.4052136,Central African Republic
92249,1997,3.4142237,Central African Republic
92250,1997,2.9590724,Central African Republic
92251,1997,2.895867,South Sudan
92252,1997,2.4120085,South Sudan
92253,1997,3.315727,Ethiopia
92254,1997,5.135612,Ethiopia
92255,1997,2.9536502,Ethiopia
92256,1997,2.6449056,Ethiopia
92257,1997,1.8518926,Ethiopia
92258,1997,1.0560181,Ethiopia
92259,1997,0.6974442,Somalia
92260,1997,0.65060115,Somalia
92267,1997,2.8849456,India
92268,1997,2.942316,India
92269,1997,3.7321117,India
92270,1997,6.3430057,India
92271,1997,2.8746145,India
92272,1997,3.3080132,India
92273,1997,2.799778,India
92274,1997,3.374668,India
92275,1997,4.334521,India
92276,1997,4.110744,India
92277,1997,3.9383585,India
92278,1997,3.7234776,India
92279,1997,5.7507553,Thailand
92280,1997,4.0751815,Thailand
92281,1997,4.646263,Thailand
92282,1997,5.026204,Viet Nam
92283,1997,4.304979,Viet Nam
92287,1997,3.0498228,Philippines
92288,1997,3.3408592,Philippines
92289,1997,4.4956145,Philippines
92290,1997,7.0588202,Philippines
92295,1997,6.0682945,Micronesia (Federated States of)
92296,1997,6.1360645,Micronesia (Federated States of)
92297,1997,6.0280075,Micronesia (Federated States of)
92298,1997,5.9287896,Micronesia (Federated States of)
92299,1997,6.9708214,Micronesia (Federated States of)
92300,1997,7.7915173,Micronesia (Federated States of)
92301,1997,8.442721,Micronesia (Federated States of)
92302,1997,8.489641,Micronesia (Federated States of)
92303,1997,8.494315,Micronesia (Federated States of)
92304,1997,7.754686,Marshall Islands
92305,1997,7.314283,Marshall Islands
92306,1997,7.61214,Marshall Islands
92307,1997,7.3278365,Marshall Islands
92308,1997,7.1919613,Marshall Islands
92384,1997,2.4674852,Benin
92385,1997,2.6111479,Benin
92386,1997,3.033637,Nigeria
92387,1997,3.1558092,Cameroon
92388,1997,2.3287966,Cameroon
92389,1997,2.0195618,Cameroon
92390,1997,1.799182,Chad
92391,1997,1.9324565,Chad
92392,1997,2.2510624,Chad
92393,1997,1.9678559,Chad
92394,1997,1.6931435,South Sudan
92395,1997,1.9609545,South Sudan
92396,1997,2.2223728,South Sudan
92397,1997,2.7176085,Ethiopia
92398,1997,4.110929,Ethiopia
92399,1997,3.1355762,Ethiopia
92400,1997,1.3811512,Ethiopia
92401,1997,1.1371601,Ethiopia
92402,1997,0.8952586,Ethiopia
92403,1997,0.75384337,Somalia
92404,1997,0.4098101,Somalia
92411,1997,2.0974557,India
92412,1997,2.314001,India
92413,1997,3.8827994,India
92414,1997,6.091921,India
92415,1997,3.0422585,India
92416,1997,3.0281563,India
92417,1997,3.5023754,India
92418,1997,3.9592884,India
92419,1997,4.037655,India
92420,1997,4.802656,India
92421,1997,5.5183887,India
92422,1997,4.97588,India
92423,1997,5.4153733,Myanmar
92424,1997,6.085502,Thailand
92425,1997,6.5054374,Cambodia
92426,1997,5.3587155,Cambodia
92427,1997,5.099483,Viet Nam
92431,1997,3.8717966,Philippines
92432,1997,4.6517797,Philippines
92433,1997,4.310188,Philippines
92434,1997,5.723025,Philippines
92448,1997,5.927576,Marshall Islands
92449,1997,5.241924,Marshall Islands
92450,1997,5.3306785,Marshall Islands
92451,1997,5.06157,Marshall Islands
92452,1997,4.59255,Marshall Islands
92528,1997,1.0924124,Burkina Faso
92529,1997,1.1119617,Mali
92530,1997,1.325385,Niger
92531,1997,1.0485624,Niger
92532,1997,0.8439799,Niger
92533,1997,0.6633913,Chad
92534,1997,0.85674554,Chad
92535,1997,0.8100148,Chad
92536,1997,1.0530568,Chad
92537,1997,0.8981107,Chad
92538,1997,0.6751688,Sudan
92539,1997,0.8858474,Sudan
92540,1997,0.8913641,Sudan
92541,1997,1.3526407,Ethiopia
92542,1997,2.6323547,Ethiopia
92543,1997,2.3959968,Eritrea
92544,1997,1.2173668,Eritrea
92545,1997,1.170086,Ethiopia
92546,1997,0.56616485,Ethiopia
92547,1997,0.45383063,Yemen
92548,1997,0.8261032,Yemen
92549,1997,0.8752522,Yemen
92555,1997,1.6018472,India
92556,1997,1.8550433,India
92557,1997,8.204587,India
92558,1997,3.5126865,India
92559,1997,2.3483727,India
92560,1997,4.387135,India
92561,1997,4.6957254,India
92562,1997,4.0617743,India
92563,1997,4.050942,India
92564,1997,4.8616323,India
92565,1997,6.256369,India
92566,1997,6.1920953,India
92567,1997,6.8131027,Myanmar
92568,1997,3.4583733,Thailand
92569,1997,4.6836805,Cambodia
92570,1997,5.8864746,Cambodia
92571,1997,4.9565043,Viet Nam
92575,1997,3.9773204,Philippines
92576,1997,4.7046857,Philippines
92577,1997,5.2943377,Philippines
92578,1997,3.9458187,Philippines
92592,1997,3.782154,Marshall Islands
92593,1997,3.6243484,Marshall Islands
92594,1997,3.3575604,Marshall Islands
92595,1997,3.4289405,Marshall Islands
92596,1997,3.373092,Marshall Islands
92672,1997,0.43816265,Mali
92673,1997,0.37918803,Mali
92674,1997,0.4946371,Niger
92675,1997,0.34722027,Niger
92676,1997,0.1461553,Niger
92677,1997,0.12601723,Chad
92678,1997,0.123128206,Chad
92679,1997,0.11502391,Chad
92680,1997,0.18465292,Chad
92681,1997,0.13342465,Chad
92682,1997,0.11245599,Sudan
92683,1997,0.13889642,Sudan
92684,1997,0.18027908,Sudan
92685,1997,0.39363465,Sudan
